TARGETID,Redrock_z,VI_Z,VI_QUALITY,Redrock_spectype,VI_CLASS,all_VI_issues,all_VI_comments,merger_comment,N_VI,HPXPIXEL,SURVEY,PROGRAM,TSNR2_LYA,TSNR2_QSO,DELTACHI2,ZWARN,ZERR,TARGET_RA,TARGET_DEC,FIBER,FLUX_G,FLUX_R,FLUX_Z,FIBERFLUX_G,FIBERFLUX_R,FIBERFLUX_Z,EBV,TILEID
39627829507261132,1.6238,2.4868,2.5,GALAXY,QSO,R,Unidentified absorption at 8770A,One clear emission line and weak blueward feature: red quasar?,3,27247,sv1,dark,1279.1029052734375,255.97760009765625,,,,,,,,,,,,,,
39627829507261350,1.3546,1.3546000000000002,3.6666666666666665,GALAXY,GALAXY,,,none,3,27247,sv1,dark,1206.95556640625,256.500732421875,,,,,,,,,,,,,,
39627829507261732,0.6865,0.6865,4.0,GALAXY,GALAXY,,,none,3,27247,sv1,dark,1243.9935302734375,253.49114990234375,,,,,,,,,,,,,,
39627829507262161,0.8757,0.8757,4.0,GALAXY,GALAXY,S,,none,2,27247,sv1,dark,1207.1446533203125,243.30801391601562,643.434286788106,0,9.095176717228364e-05,149.07872477970088,1.7849826894388576,1343,2.057587,3.973032,13.08235,0.2579827,0.4981435,1.6402806,0.020848962,80609
39627829507262351,0.3749,0.3749,1.0,GALAXY,GALAXY,,,No clear redshift indicators,3,27247,sv1,dark,1018.4266967773438,232.29063415527344,,,,,,,,,,,,,,
39627829507263736,1.4259,1.4258999999999995,4.0,QSO,QSO,,weak broadish doublet and weak broadish MgII emissions Possible QSO spectra not sure,QSO,3,27247,sv1,dark,1201.7210693359375,295.0403137207031,6.87154808267951,4,0.00011693325627141555,149.15134490660836,1.8433695996049355,1328,0.60149384,1.0387636,2.0779228,0.40454403,0.6986366,1.3975393,0.019416252,80610
39627829507264025,1.5774,1.5774,4.0,QSO,QSO,,,none,3,27247,sv1,dark,881.5169067382812,225.8668670654297,,,,,,,,,,,,,,
39627829507264855,0.9652,0.9652,3.6666666666666665,GALAXY,GALAXY,,,none,3,27247,sv1,dark,1019.991943359375,245.8154296875,,,,,,,,,,,,,,
39627829507264967,0.0001,0.0001,2.0,STAR,STAR,,,Possible A-type star,3,27247,sv1,dark,1072.9056396484375,257.45306396484375,,,,,,,,,,,,,,
39627829507265137,1.9259,1.9259,4.0,QSO,QSO,,,none,3,27247,sv1,dark,1028.477783203125,250.05953979492188,,,,,,,,,,,,,,
39627829507265526,1.0227,1.0227,4.0,GALAXY,GALAXY,,,none,3,27247,sv1,dark,981.8350830078125,242.61959838867188,,,,,,,,,,,,,,
39627829511454952,1.9627,1.9627,4.0,QSO,QSO,,,none,3,27247,sv1,dark,999.0109252929688,245.25714111328125,,,,,,,,,,,,,,
39627829511454973,3.2201,3.2201,3.5,QSO,QSO,,,none,2,27247,sv1,dark,1068.136962890625,296.4848937988281,750.6379221680107,0,0.00028326595903323536,149.2589066282251,1.7164220923434919,1485,0.21068226,0.16444792,0.10149907,0.16409816,0.12808673,0.07905654599999999,0.02053955,80610
39627829511455280,0.9874,0.9874,4.0,GALAXY,GALAXY,,,none,3,27247,sv1,dark,1083.4664306640625,260.84063720703125,,,,,,,,,,,,,,
39627829511455560,1.4853,1.4853,4.0,GALAXY,GALAXY,,,none,2,27247,sv1,dark,1088.2486572265625,314.67242431640625,116.9123600423336,0,4.560071431188742e-05,149.28657534945657,1.8129547948931943,1048,0.36079383,0.45546997,0.61521375,0.24996193,0.31555459999999996,0.42622682,0.020316985,80610
39627829511455943,1.1819,1.1819,4.0,QSO,QSO,,,none,3,27247,sv1,other,1587.9547119140625,516.6932373046875,,,,,,,,,,,,,,
39627829511456684,0.8899,0.8899,4.0,GALAXY,GALAXY,,,none,2,27247,sv1,dark,1010.4873657226562,320.91949462890625,1493.8596676588058,0,9.462752341512587e-06,149.33580163850763,1.6340476094854894,932,0.7240641,1.252367,3.2670414,0.25095555,0.43406168,1.1323336000000002,0.0193816,80610
39627829511458347,1.3572,1.3572,3.5,GALAXY,GALAXY,S,Broad [OII] noisy doublet + strong skyline resiudal at 9300AA,none,2,27247,sv1,dark,1000.0704956054688,317.6434631347656,336.5131249427796,0,7.843910421466828e-05,149.40629000050973,1.7343622375144,906,0.46562585,0.5070828,0.84750175,0.33109307,0.36057195,0.602634,0.020927588,80610
39627829511458619,1.1342,1.1342,4.0,GALAXY,GALAXY,,,none,3,27247,sv1,dark,1447.8970947265625,276.82275390625,,,,,,,,,,,,,,
39627829511458897,1.6016,1.6016,2.0,GALAXY,GALAXY,,,Possible emission features but around noise peaks,3,27247,sv1,dark,930.0202026367188,233.17274475097656,,,,,,,,,,,,,,
39627829511458945,0.8448,0.8448,3.5,GALAXY,QSO,C,broadish doublet and Hb + strong broad MgII emission Triple [OII],none,2,27247,sv1,dark,1966.0445556640625,559.1427001953125,2218.783882021904,0,3.102945433256132e-05,149.42965943745824,1.6632533202894182,929,1.7420493000000001,1.9481232,1.9687897,1.3546301,1.5148746000000002,1.5309451,0.019342583,80610
39627829511459295,0.0003,0.0003,2.0,STAR,STAR,,,Potential H+K and maybe other abs features but around noise features,3,27247,sv1,dark,1061.965576171875,261.93536376953125,,,,,,,,,,,,,,
39627829511459792,0.2963,0.2963,4.0,GALAXY,GALAXY,,,none,2,27247,sv1,dark,1070.0447998046875,263.1646423339844,31230.268411636356,0,4.452079745774626e-06,149.46266342759188,1.672793132756936,946,7.675377,22.647257,48.886036,2.559452,7.552015299999999,16.301668,0.019404765,80609
39627829511460282,2.3011,2.3126,4.0,QSO,QSO,,Broad absorption line quasar (BAL),Small redshift adjustment due to BAL feature,3,27247,sv1,dark,1423.74462890625,274.7121276855469,,,,,,,,,,,,,,
39627829511460549,1.1811,1.1811,3.6666666666666665,GALAXY,GALAXY,,,none,3,27247,sv1,dark,1069.2252197265625,264.7129211425781,,,,,,,,,,,,,,
39627829515650257,1.5214,2.2021,2.5,GALAXY,GALAXY,R,strong emission line at 3900Angs. Maybe O II?,Strong feature could be Ly-alpha with weak high-z emission lines,3,27247,sv1,dark,632.0536499023438,243.4412841796875,,,,,,,,,,,,,,
39627829515650340,1.5064,1.5064,4.0,QSO,QSO,,,none,3,27247,sv1,dark,1340.7606201171875,268.47125244140625,,,,,,,,,,,,,,
39627829515651970,1.0971,1.0971,3.6666666666666665,GALAXY,GALAXY,,,none,3,27247,sv1,dark,503.9522705078125,205.30186462402344,,,,,,,,,,,,,,
39627829515653131,1.3147,1.3147,3.333333333333333,GALAXY,GALAXY,,,none,3,27247,sv1,dark,626.125244140625,238.98294067382812,,,,,,,,,,,,,,
39627829519844478,1.0084,1.0084,4.0,GALAXY,GALAXY,,,none,3,27245,sv1,dark,1040.244384765625,261.5367126464844,,,,,,,,,,,,,,
39627829519844763,1.3673,1.3673,3.6666666666666665,GALAXY,GALAXY,,,none,3,27258,sv1,dark,659.61328125,249.9111328125,,,,,,,,,,,,,,
39627829519846132,1.6298,1.6298,1.0,GALAXY,GALAXY,,Possibly correct but the O II emission line is at the red end so it's difficult tot tell,No clear distinct features,3,27256,sv1,dark,1142.7520751953125,277.845458984375,,,,,,,,,,,,,,
39627829519846761,1.3848,1.3848,3.6666666666666665,GALAXY,GALAXY,,,none,3,27256,sv1,dark,1026.9388427734375,260.2418518066406,,,,,,,,,,,,,,
39627829519847689,1.6323,1.6323,1.0,GALAXY,GALAXY,S,,Flux negative at blue end of spectrum,3,27256,sv1,dark,652.4917602539062,243.85955810546875,,,,,,,,,,,,,,
39627829524038840,1.234,1.234,3.6666666666666665,GALAXY,GALAXY,,,none,3,27256,sv1,dark,1057.90087890625,248.55160522460938,,,,,,,,,,,,,,
39627829524039055,0.0009,0.0009000000000000002,4.0,STAR,STAR,,,none,3,27256,sv1,dark,965.3977661132812,235.72467041015625,,,,,,,,,,,,,,
39627829524039394,1.6931,1.6931,0.5,GALAXY,GALAXY,,,none,2,27256,sv1,dark,918.6983642578125,227.91297912597656,,,,,,,,,,,,,,
39627829524040643,2.2691,2.2691,4.0,QSO,QSO,,Broad absorption line quasar (BAL),none,2,27256,sv1,dark,753.5982055664062,223.718017578125,,,,,,,,,,,,,,
39627829524040697,0.6783,0.6783,4.0,GALAXY,GALAXY,,,none,2,27256,sv1,dark,602.3966064453125,191.46478271484375,694.969754755497,0,5.781003915672152e-05,150.15411125529448,1.7733098660407134,127,0.23451857,1.4639053,6.1959686,0.10676084,0.6664194999999999,2.8206158,0.01783305,80609
39627829524041987,0.4703,0.4703,4.0,GALAXY,GALAXY,,Very strong lines,none,2,27256,sv1,dark,809.7789916992188,234.30593872070312,,,,,,,,,,,,,,
39627829524042026,1.5114,1.5114,0.5,GALAXY,GALAXY,,,none,2,27256,sv1,dark,757.2589721679688,224.52529907226562,,,,,,,,,,,,,,
39627829524042121,1.6035,3.54675,3.5,GALAXY,QSO,CR,4th fit is good,none,2,27256,sv1,dark,1011.1988525390625,241.87753295898438,,,,,,,,,,,,,,
39627829528233428,0.7457,0.7457,4.0,QSO,QSO,,,none,2,27256,sv1,dark,1106.265869140625,285.056884765625,4154.245592713356,0,3.1416498570677865e-05,150.32061556281784,1.6344672412353118,268,3.4562258999999997,4.1158905,4.8644074999999996,2.6865718,3.199338,3.7811703999999997,0.021109400000000004,80610
39627829528233579,0.0005,0.0005,4.0,STAR,STAR,,,none,2,27256,sv1,dark,1489.4549560546875,268.762451171875,,,,,,,,,,,,,,
39627829528233877,0.9059999999999999,0.9059999999999999,4.0,GALAXY,GALAXY,S,,none,2,27256,sv1,dark,1421.256103515625,257.2479248046875,,,,,,,,,,,,,,
39627829528234033,-0.0003,-0.0003,4.0,STAR,STAR,,,none,2,27256,sv1,dark,1467.628662109375,266.1759033203125,,,,,,,,,,,,,,
39627829528234338,0.6932,0.6932,0.0,QSO,QSO,S,,none,2,27256,sv1,dark,1435.182861328125,263.8441162109375,,,,,,,,,,,,,,
39627829528234408,0.9695,0.9695,4.0,QSO,QSO,,,none,2,27256,sv1,dark,1205.107421875,227.89315795898438,,,,,,,,,,,,,,
39627829528234647,1.5712,1.5712,4.0,QSO,QSO,,,none,2,27256,sv1,dark,1495.32666015625,270.9991455078125,,,,,,,,,,,,,,
39627829528235883,2.0843,2.0843,4.0,QSO,QSO,,,none,2,27256,sv1,dark,874.487060546875,244.24554443359375,,,,,,,,,,,,,,
39627829528236249,0.0013,0.0013,4.0,STAR,STAR,,,none,2,27256,sv1,dark,1487.1380615234375,266.84454345703125,,,,,,,,,,,,,,
39627829528237238,0.8337,0.8337,4.0,GALAXY,GALAXY,S,,none,2,27256,sv1,dark,1433.010498046875,263.2701416015625,,,,,,,,,,,,,,
39627829532428067,1.4824,1.4824,3.5,GALAXY,GALAXY,S,,none,2,27256,sv1,dark,859.3633422851562,240.28005981445312,,,,,,,,,,,,,,
39627829532429603,0.3639,0.3639,3.0,GALAXY,GALAXY,,possible weak partly resolved doublet + secure weak Ha line,none,2,27256,sv1,dark,792.6660766601562,267.49371337890625,35.84375017881393,0,2.111762678853965e-05,150.6661310832434,1.6541718787478181,4678,0.48202878,0.66043043,0.9754849,0.13785295,0.18887313,0.27897397,0.023297467999999998,80610
39627829532430785,1.1652,1.1652,4.0,GALAXY,QSO,C,weak QSO lines broad C III] + Mg II should be there,Many identified lines,2,27256,sv1,dark,770.13720703125,223.07200622558594,,,,,,,,,,,,,,
39627829532430977,1.5024,1.5024,0.0,GALAXY,GALAXY,,,none,2,27256,sv1,dark,777.577392578125,266.20013427734375,33.04620739817619,0,9.670770124620323e-05,150.73699611458497,1.7872892400384175,4685,0.31210676,0.22123766,0.17475884,0.24286881,0.17215817,0.13599023,0.02115326,80610
39627829536621294,0.0008,0.0008,0.0,GALAXY,GALAXY,,,none,2,27256,sv1,dark,1208.9755859375,231.45301818847656,,,,,,,,,,,,,,
39627829536621695,0.7977,0.7977,4.0,GALAXY,GALAXY,,,none,2,27256,sv1,dark,2243.0029296875,534.0745849609375,,,,,,,,,,,,,,
39627829536621834,1.2648,1.2648,3.0,GALAXY,GALAXY,S,,Flux calibration issue on red arm?,2,27256,sv1,dark,2430.8935546875,570.3328247070312,,,,,,,,,,,,,,
39627829536622118,1.317,1.317,4.0,QSO,QSO,,,none,2,27256,sv1,dark,1056.8558349609375,269.7566833496094,,,,,,,,,,,,,,
39627829536622195,1.5025,1.5025,0.0,GALAXY,GALAXY,CRS,,Nothing,2,27256,sv1,dark,1008.7777709960938,265.88665771484375,4.051788251847029,4,3.8613403959698704e-05,150.82613911785774,1.8391818937559,4121,0.2279645,0.089511804,0.0035538066,0.09852022,0.03868463,0.0015358610000000001,0.02151888,80610
39627829536622778,1.4063,1.4063,3.0,GALAXY,GALAXY,S,strong skyline residuals above 9300AA,none,2,27256,sv1,dark,1410.8941650390625,300.9371032714844,326.34975624084467,0,3.1876505848500956e-05,150.8546066673951,1.7093373004558026,4781,0.3974101,0.48479515,0.86581975,0.25158152,0.30690086,0.5481095,0.022613952000000003,80610
39627829536623592,1.4348,1.4348,4.0,GALAXY,GALAXY,,,none,2,27256,sv1,dark,1519.2440185546875,273.6751708984375,,,,,,,,,,,,,,
39627829536623754,1.4269999999999998,1.4269999999999998,4.0,QSO,QSO,,,none,2,27256,sv1,dark,946.6237182617188,255.7879180908203,,,,,,,,,,,,,,
39627829536623918,0.4784,0.4784,4.0,GALAXY,GALAXY,,,none,2,27256,sv1,dark,959.1688232421875,259.245849609375,,,,,,,,,,,,,,
39627829536624120,1.4799,1.4799,3.5,GALAXY,GALAXY,,,none,2,27256,sv1,dark,2151.38134765625,523.9613647460938,,,,,,,,,,,,,,
39627829536624421,-0.0,0.0,4.0,STAR,STAR,,,none,2,27256,sv1,dark,1491.748046875,271.9993591308594,,,,,,,,,,,,,,
39627829536625111,0.4704,0.4704,4.0,GALAXY,GALAXY,,,none,2,27256,sv1,dark,1524.8826904296875,274.36077880859375,,,,,,,,,,,,,,
39627829536625187,0.7859999999999999,0.7859999999999999,3.5,GALAXY,QSO,CS,broad MgII emission + broadish doublet and Hb line + bad B/R splicing,none,2,27256,sv1,dark,1402.2696533203125,302.039306640625,343.0534532740712,0,5.5754793090122826e-05,150.97813564705783,1.6586257805035132,4939,0.7510640000000001,0.9323119000000001,2.1853266,0.58515936,0.7263708999999999,1.7026036,0.02498476,80610
39627829536625488,1.4205,1.4205,4.0,QSO,QSO,,,none,2,27256,sv1,dark,1566.25634765625,278.709716796875,,,,,,,,,,,,,,
39627829540814899,3.0989999999999998,3.0989999999999998,4.0,QSO,QSO,,,none,2,27256,sv1,dark,954.423583984375,257.92547607421875,,,,,,,,,,,,,,
39627829540815102,1.2431,1.24335,3.5,QSO,QSO,R,z from galaxy fit probably better,none,2,27256,sv1,dark,1578.22509765625,292.25762939453125,190.76223710179332,0,5.7905505734097757e-05,151.01354929249726,1.7447923435451431,4416,0.5450116,0.78592324,1.4967295,0.42449865,0.61213994,1.1657728,0.024070277999999997,80610
39627829540816067,0.672,0.672,4.0,GALAXY,GALAXY,,,none,2,27256,sv1,dark,1445.5711669921875,270.79620361328125,,,,,,,,,,,,,,
39627829540816266,1.4666,1.4666,3.5,GALAXY,GALAXY,,,none,2,27256,sv1,dark,1530.955322265625,278.1123046875,,,,,,,,,,,,,,
39627829540816629,0.9381,0.9381,4.0,GALAXY,GALAXY,,,none,2,27256,sv1,dark,1443.6309814453125,266.6032409667969,,,,,,,,,,,,,,
39627829540816730,0.6895,0.6895,4.0,GALAXY,GALAXY,,,none,2,27257,sv1,dark,1366.9755859375,263.16058349609375,475.20382919535035,0,9.655854630955092e-05,151.09378369082953,1.85907136277564,4431,0.12913592,0.6675542,3.183215,0.09194291,0.47528893,2.266403,0.028518151000000002,80609
39627829540816870,0.912,0.912,4.0,GALAXY,GALAXY,,,none,2,27250,sv1,dark,1435.0023193359375,270.7019958496094,,,,,,,,,,,,,,
39627829540817129,1.5937,1.5937,2.5,GALAXY,GALAXY,,,none,2,27256,sv1,dark,1371.0684814453125,262.42535400390625,,,,,,,,,,,,,,
39627829540817228,0.6890000000000001,0.6890000000000001,4.0,GALAXY,GALAXY,,,none,2,27257,sv1,dark,1505.9920654296875,284.64404296875,1168.4891481399534,0,1.872289693199907e-05,151.11797236970932,1.855339443773412,4410,0.5611807,1.2839768999999999,2.841473,0.37623188,0.8608154,1.9050061999999999,0.029940448999999997,80610
39627829540817287,0.0011,0.0011,2.5,STAR,STAR,,,A/O type star?,2,27256,sv1,dark,1555.8125,280.1578369140625,,,,,,,,,,,,,,
39627829540818089,1.6943,1.6943,0.0,GALAXY,GALAXY,,,none,2,27250,sv1,dark,576.2786865234375,185.69515991210938,,,,,,,,,,,,,,
39627829540818163,1.1967,1.1967,4.0,GALAXY,GALAXY,,,none,2,27250,sv1,dark,621.960693359375,194.80426025390625,882.4203308820724,0,7.605813818482915e-05,151.15783102680754,1.6765089810201284,4011,0.17424539,0.43593925,2.358896,0.12000972,0.30024870000000004,1.6246655,0.033343494,80609
39627829540818607,2.1667,2.1667,4.0,QSO,QSO,,,none,2,27250,sv1,dark,836.040771484375,241.98593139648438,,,,,,,,,,,,,,
39627829540818692,0.3686,0.3686,3.5,GALAXY,GALAXY,,,none,2,27257,sv1,dark,596.7213745117188,188.4886474609375,,,,,,,,,,,,,,
39627829540818918,2.3912,2.3912,4.0,QSO,QSO,,,none,2,27250,sv1,dark,924.3328857421875,253.9735107421875,6049.308640316129,0,0.00011829814844260718,151.19720134439527,1.7092290317421155,4173,1.3174398999999999,1.0990438,1.5044428,1.0257913,0.8557428,1.1713965,0.033144797999999996,80610
39627829540818985,0.4439,0.4439,0.0,GALAXY,GALAXY,S,,none,2,27257,sv1,dark,772.0619506835938,228.7069549560547,,,,,,,,,,,,,,
39627829540819238,2.7314,2.7314,4.0,QSO,QSO,,,none,2,27250,sv1,dark,646.0032348632812,199.39500427246094,,,,,,,,,,,,,,
39627829540819325,0.9302,0.9302,4.0,GALAXY,GALAXY,,,none,2,27251,sv1,dark,575.4091796875,182.3619384765625,,,,,,,,,,,,,,
39627829540819876,1.0708,1.0708,4.0,GALAXY,GALAXY,,,none,2,27251,sv1,dark,822.4091186523438,239.66934204101562,,,,,,,,,,,,,,
39627829545010275,1.6298,1.6298,0.5,GALAXY,GALAXY,,,none,2,27251,sv1,dark,620.671630859375,195.8074493408203,,,,,,,,,,,,,,
39627829545010708,4.0025,4.0025,4.0,QSO,QSO,,Broad absorption line quasar (BAL),none,2,27251,sv3,dark,689.0620727539062,194.82150268554688,,,,,,,,,,,,,,
39627829545010739,1.3442,1.3442,3.5,GALAXY,GALAXY,S,,none,2,27251,sv1,dark,788.1730346679688,235.11997985839844,,,,,,,,,,,,,,
39627829545010796,1.6829,1.6829,4.0,QSO,QSO,,,none,2,27251,sv1,dark,1463.7447509765625,268.0959167480469,,,,,,,,,,,,,,
39627829545011132,3.035,3.035,4.0,QSO,QSO,,,none,2,27251,sv1,dark,1352.03125,254.09353637695312,,,,,,,,,,,,,,
39627829545011644,0.8857,0.81,1.0,GALAXY,GALAXY,,[O II] emission + KH absorption should be there,No strong features,2,27251,sv1,dark,1421.46826171875,265.04754638671875,,,,,,,,,,,,,,
39627829545012172,1.2054,1.2054,3.5,GALAXY,GALAXY,,,none,2,27251,sv1,dark,1407.8701171875,263.40826416015625,,,,,,,,,,,,,,
39627829545012583,1.6774,1.6774,4.0,QSO,QSO,,Broad absorption line quasar (BAL),none,2,27251,sv1,dark,1396.000244140625,257.9193115234375,,,,,,,,,,,,,,
39627829545012693,2.6185,2.6185,4.0,QSO,QSO,,,none,2,27251,sv1,dark,1249.7093505859375,245.136474609375,,,,,,,,,,,,,,
39627829545012707,0.3802,0.3802,4.0,GALAXY,GALAXY,,,none,2,27251,sv1,dark,1300.5035400390625,248.17947387695312,,,,,,,,,,,,,,
39627829545013061,0.7390000000000001,0.7390000000000001,4.0,GALAXY,GALAXY,,,none,2,27251,sv1,dark,856.8043212890625,245.73175048828125,237.80793400108814,0,0.00010606662420852979,151.47345823829147,1.7582774117481628,4251,0.13445169,0.77091783,3.7495727999999997,0.09319779,0.5343766,2.5990889999999998,0.034495153,80609
39627829549204054,0.4768,0.4768,4.0,GALAXY,GALAXY,,,none,2,27251,sv1,dark,1369.6539306640625,256.98760986328125,,,,,,,,,,,,,,
39627829549204137,0.8922,0.8922,0.0,GALAXY,GALAXY,,,none,2,27251,sv1,dark,791.3862915039062,219.68051147460938,,,,,,,,,,,,,,
39627829549204267,1.5689,1.5689,4.0,GALAXY,GALAXY,,likely type 2 AGN,Likely type 2 QSO: many narrow lines detected including NeV,2,27251,sv1,dark,782.73583984375,231.949462890625,,,,,,,,,,,,,,
39627829549204505,0.9759,0.9759,0.0,GALAXY,GALAXY,,,none,2,27251,sv1,other,1221.503662109375,477.01446533203125,,,,,,,,,,,,,,
39627829549204935,1.0366,1.0366,3.0,QSO,QSO,,,none,2,27251,sv1,dark,760.6369018554688,224.5343475341797,,,,,,,,,,,,,,
39627829549205578,0.9322,0.9322,3.5,GALAXY,GALAXY,,,none,2,27251,sv1,dark,744.8258056640625,216.56529235839844,144.01750509440902,0,4.1177111949776796e-05,151.6270549205421,1.7566966018433992,4081,0.06896779,0.35202432,2.1620578999999998,0.0489391,0.2497942,1.5341824,0.031307522000000004,80609
39627829549206312,0.5235,0.5235,4.0,GALAXY,GALAXY,,,none,2,27251,sv1,dark,683.3160400390625,205.8025665283203,,,,,,,,,,,,,,
39627830543255204,2.1122,2.1129333333333333,4.0,QSO,QSO,,,none,3,26015,main,dark,85.09371185302734,28.471332550048828,,,,,,,,,,,,,,
39627830614560624,2.1113,2.11065,4.0,QSO,QSO,,,none,2,26052,main,dark,63.88705825805664,25.771793365478516,,,,,,,,,,,,,,
39627830631336371,2.1095,2.107933333333333,3.6666666666666665,QSO,QSO,,Broad absorption line quasar (BAL),none,3,25967,main,dark,112.46720123291016,35.11944580078125,,,,,,,,,,,,,,
39627830635529631,2.123,2.123666666666667,4.0,QSO,QSO,,,none,3,25967,main,dark,105.36862182617188,34.02080535888672,,,,,,,,,,,,,,
39627830761360923,2.0938,2.0938,3.6666666666666665,QSO,QSO,,,none,3,8200,main,dark,72.67840576171875,26.536128997802734,,,,,,,,,,,,,,
39627830773942461,2.0876,2.0857,4.0,QSO,QSO,,,none,2,8195,main,dark,46.077484130859375,29.580059051513672,,,,,,,,,,,,,,
39627830903966312,2.0938,2.0916,3.6666666666666665,QSO,QSO,,,none,3,31412,main,dark,67.58234405517578,25.099571228027344,,,,,,,,,,,,,,
39627831168207014,2.0963,2.096766666666667,4.0,QSO,QSO,,,none,3,31491,main,dark,96.71369934082031,28.890710830688477,,,,,,,,,,,,,,
39627832204200874,2.0918,2.0868,4.0,QSO,QSO,,,none,2,30067,main,dark,49.39402770996094,30.91826629638672,,,,,,,,,,,,,,
39627832392949360,2.1461,2.1561,3.6666666666666665,QSO,QSO,,,None,3,19121,main,dark,56.03486633300781,29.09854507446289,,,,,,,,,,,,,,
39627835538671859,1.5139,1.5139,0.0,GALAXY,GALAXY,,,none,2,27247,sv1,dark,2109.401611328125,512.2564697265625,,,,,,,,,,,,,,
39627835538671931,2.1392,2.1392,4.0,QSO,QSO,,,none,2,27247,sv1,other,1437.6578369140625,438.31683349609375,,,,,,,,,,,,,,
39627835538672343,2.483,2.483,4.0,QSO,QSO,,,none,2,27247,sv1,dark,958.4829711914062,228.1116180419922,,,,,,,,,,,,,,
39627835542864303,1.3679,1.3679,3.5,GALAXY,GALAXY,,,none,2,27247,sv1,dark,1021.900146484375,232.1041259765625,,,,,,,,,,,,,,
39627835542864725,0.0012,0.0012,3.0,STAR,STAR,,,Several weak absorption features,2,27247,sv1,dark,868.326171875,221.65853881835938,,,,,,,,,,,,,,
39627835542864861,0.6996,0.69975,4.0,GALAXY,QSO,RC,broad MgII Hb 2nd OIII emissions + z_VI slightly better match to doublet Broad MgII,none,2,27247,sv1,dark,958.3052368164062,285.0809326171875,346.9938899874687,0,1.6466976469417776e-05,148.79380866195,1.8894206569514207,1239,0.70451206,1.0511271999999998,2.0595974999999997,0.54760736,0.81702644,1.6008965,0.024122551000000002,80610
39627835542864898,1.5475,1.5475,4.0,QSO,QSO,,,none,2,27247,sv1,other,1386.012451171875,471.13861083984375,,,,,,,,,,,,,,
39627835542865047,1.416,1.416,3.5,GALAXY,GALAXY,,,none,2,27247,sv1,dark,1251.6446533203125,251.3448486328125,,,,,,,,,,,,,,
39627835542865691,1.4002,1.4002,3.5,GALAXY,GALAXY,,,none,2,27247,sv1,dark,895.1456909179688,230.925537109375,,,,,,,,,,,,,,
39627835542866544,0.569,0.569,3.5,GALAXY,GALAXY,,,none,2,27247,sv1,dark,263.33428955078125,75.24925231933594,98.55297833681108,0,6.136046969758635e-05,148.86972703715125,1.987051684936988,1329,0.7715874,4.088953500000001,12.59554,0.21986856,1.1651723,3.5891767,0.022841306000000002,80609
39627835542866801,1.3559999999999999,1.3559999999999999,3.5,GALAXY,GALAXY,,,none,2,27247,sv1,dark,1123.7645263671875,234.3148193359375,,,,,,,,,,,,,,
39627835542867335,0.8949,0.8949,0.0,GALAXY,GALAXY,,,none,2,27247,sv1,dark,1223.655029296875,250.16026306152344,,,,,,,,,,,,,,
39627835542867455,2.3818,2.3818,4.0,QSO,QSO,,,none,2,27247,sv1,dark,1239.7166748046875,251.8421630859375,,,,,,,,,,,,,,
39627835542868111,1.2621,1.2621,4.0,QSO,QSO,,,none,2,27247,sv1,dark,1227.5894775390625,247.00588989257812,,,,,,,,,,,,,,
39627835542868216,4.3611,4.3611,0.0,QSO,QSO,S,big and broad spike in R flux in 6450-6750AA fit as Lyman alpha  Bad calibration around 6200 A,none,2,27247,sv1,dark,1123.737060546875,285.2204895019531,7.094481036067009,4,7.355946493751422e-05,148.94793084883355,1.9714722990157132,1332,0.29023826,0.26923063,0.31557652,0.22560851,0.20927880000000001,0.24530448,0.020795193,80610
39627835542868675,0.9775,0.9775,4.0,GALAXY,QSO,C,Broad MgII possible excess blue light from adjacent QSO,None,2,27247,sv1,dark,1209.8505859375,245.15235900878906,611.0454259514809,0,4.467557213601215e-05,148.97229926001418,2.011295944563807,1320,0.77324253,1.7813824,5.1311493,0.543088,1.2511564,3.6038702000000007,0.020141657,80609
39627835542868735,0.0008,0.0008,4.0,STAR,STAR,,,none,2,27247,sv1,dark,1215.4957275390625,246.352783203125,,,,,,,,,,,,,,
39627835542869232,1.6678,1.6678,4.0,QSO,QSO,,,none,2,27247,sv1,dark,1014.9738159179688,242.5037078857422,,,,,,,,,,,,,,
39627835542869248,0.8308,0.83095,3.5,QSO,QSO,R,z_VI better match to doublet and OIII line,none,2,27247,sv1,dark,984.9940795898438,284.3468322753906,666.0710354149343,0,8.845303817421661e-05,148.99873968984414,2.1048242078454247,1105,0.57244563,0.82325727,1.4097098999999997,0.445234,0.6403091,1.0964375,0.019553034,80610
39627835547058236,1.5789,1.5789,2.5,GALAXY,GALAXY,,,Another potential solution at z=0.46 but none are secure,2,27247,sv1,dark,1297.186279296875,256.02716064453125,,,,,,,,,,,,,,
39627835547058510,0.5547,0.5547,0.0,QSO,QSO,S,,none,2,27247,sv1,dark,1279.1373291015625,252.7911834716797,,,,,,,,,,,,,,
39627835547060310,0.1994,0.1994,0.0,GALAXY,GALAXY,,,none,2,27247,sv1,dark,1077.0687255859375,255.26380920410156,,,,,,,,,,,,,,
39627835547061520,0.8098,0.8098,4.0,GALAXY,GALAXY,,,none,2,27247,sv1,dark,670.5474853515625,181.7252197265625,,,,,,,,,,,,,,
39627835547061825,1.3423,1.3423,4.0,GALAXY,GALAXY,,,none,2,27247,sv1,dark,997.119873046875,241.50201416015625,,,,,,,,,,,,,,
